id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,availability_365
2123469,Cozy Giants Room @Golden Gate Park,10829039,Viviane&Lele,,Inner Richmond,37.77372777,-122.4631288,Private room,125,2,168,9/7/2018,332
2124182,Warm and Cozy Modern Cottage,2993648,Eduardo,,Potrero Hill,37.75910499,-122.3973067,Entire home/apt,155,30,100,9/3/2018,335
2126868,Jungle Room: Breakfast + Parking + 3 Bathrooms,5565510,Lulu,,West of Twin Peaks,37.7337658,-122.4642904,Private room,47,2,175,9/28/2018,312
2130640,Modern Spacious 3BR/2BA Victorian,10870100,Han Chyi And Choon Hong,,Western Addition,37.77004935,-122.4302464,Entire home/apt,350,2,15,6/19/2018,0
2134100,Ocean Beach hilltop cottage (30 day rental or more,10889606,Marty And Alexis,,Seacliff,37.78388809,-122.5085568,Entire home/apt,121,30,259,8/8/2018,254
2134475,Breakfast with a View Marina room Free Parking,10891326,Sandor Miklos,,Marina,37.79907433,-122.4458447,Private room,145,2,318,9/30/2018,309
2139562,PARADISE AT SAN FRANCISCO,8037793,Becky,,West of Twin Peaks,37.72925084,-122.4589566,Private room,195,5,113,10/1/2018,329
2140313,SF Nob Hill Victorian Apt,10923002,Stephanie,,Nob Hill,37.79294727,-122.4166264,Entire home/apt,150,120,27,9/8/2018,185
2154122,House suitable for business and family travelers,10992775,George,,West of Twin Peaks,37.73643806,-122.4566581,Entire home/apt,450,3,16,7/28/2018,331
2166428,Sunny 1BR Apt in Haight-Ashbury,10934623,Tisa,,Haight Ashbury,37.7668757,-122.4464571,Entire home/apt,198,30,140,9/8/2018,47
2169208,Cozy San Francisco Garden Apartment,3339995,Pierre,,Western Addition,37.78353039,-122.4451937,Entire home/apt,97,30,55,9/27/2018,335
2172308,Cozy 3BR Cottage in Pacific Heights,11082476,Chris & Neil,,Pacific Heights,37.78994608,-122.4354119,Entire home/apt,462,2,84,9/16/2018,202
2175930,New Garden Apt in Bernal,11098043,Miegan,,Bernal Heights,37.74682232,-122.4056593,Entire home/apt,150,1,73,9/13/2018,332
2177440,Charming Eureka Valley/Upper Castro,3474626,Ron,,Castro/Upper Market,37.75791297,-122.4427296,Private room,120,3,24,9/29/2018,84
2178509,Bernal Heights Architect's Retreat,11111526,Gregg,,Bernal Heights,37.74127706,-122.4215473,Private room,105,2,332,9/26/2018,307
2182851,Spacious 1BR in Mission Victorian,10135,Jason,,Mission,37.76521165,-122.4165293,Private room,105,30,281,6/3/2018,70
2183138,4BR Mission Victorian House,10135,Jason,,Mission,37.76740964,-122.4146633,Entire home/apt,550,2,34,2/18/2018,44
2188561,Entire Sunny 3bd Victorian House,11159971,Nina,,Mission,37.76120327,-122.4073464,Entire home/apt,449,3,16,6/21/2018,4
2188919,Large 1BR in Mission Victorian,10135,Jason,,Mission,37.76602128,-122.4165001,Private room,99,1,223,9/29/2018,18
2188976,Private 1BR in Mission Victorian,10135,Jason,,Mission,37.76456493,-122.4138323,Private room,101,30,257,6/6/2018,85
2189514,NEW MARINA 1BED AMAZING LOCATION!,11166407,Melise,,Marina,37.80386571,-122.4294245,Entire home/apt,220,30,25,6/30/2018,365
2198399,Roomy 1BR in Mission Victorian,10135,Jason,,Mission,37.76514597,-122.4160758,Private room,109,1,271,9/28/2018,3
2202505,Painted Ladies’ Victorian Cousin,2134483,Amanda,,Western Addition,37.77714678,-122.4418177,Entire home/apt,399,2,31,9/3/2018,34
2203283,Quiet Harbor for your Journey in SF,8146224,Ming,,Inner Richmond,37.77980905,-122.4684132,Private room,65,1,278,9/16/2018,273
2209751,Clean centrally located private room with parking.,3926041,Jason,,Western Addition,37.77341637,-122.4356615,Private room,129,2,136,9/25/2018,125
2221057,Private Beach Side 2 bedroom,11331176,Blythe & Michael,,Outer Sunset,37.74663231,-122.504868,Entire home/apt,175,4,72,9/26/2018,88
2223743,Private Bernal Heights In-Law Unit,825524,Julie And James,,Bernal Heights,37.73727937,-122.4157049,Entire home/apt,110,2,167,8/5/2018,3
2233416,MODERN SUNNY 1BED AMAZING MARINA LOCATION!!,11166407,Melise,,Marina,37.80152176,-122.431126,Entire home/apt,165,30,22,7/25/2018,286
2236226,"N Beach/Tel Hill 1-Bed, Office Ready",11417078,David,,North Beach,37.80093129,-122.4048189,Entire home/apt,127,30,89,6/5/2018,171
2238488,Quiet 2BR apartment close to UCSF,11430970,Felix,,Inner Sunset,37.75859383,-122.4682013,Entire home/apt,279,31,40,12/27/2016,275
2244652,Modern N Beach/Tel Hill Studio,11417078,David,,North Beach,37.79933623,-122.4049045,Entire home/apt,110,30,93,6/30/2018,306
2254431,Rooms with Spectacular Ocean View  ,11512680,Brent,,Outer Richmond,37.7749467,-122.5092119,Entire home/apt,398,1,37,8/4/2018,18
2263794,Happy & Sunny Bayview Living - South Bedroom ❤️,8371224,Albert,,Bayview,37.73582997,-122.3873741,Private room,103,2,97,9/29/2018,67
2272343,Gorgeous Large Victorian NOPA Home,11601787,Rob,,Haight Ashbury,37.77422489,-122.4462838,Entire home/apt,500,3,136,9/18/2018,133
2274353,"Fast WiFi, work desks w monitors, Netflix Amzn HBO",11611747,Chris,,Outer Mission,37.72684746,-122.437393,Entire home/apt,137,2,198,9/27/2018,163
2274540,Rarely Available Large Unit with Private Deck,1886352,Yelena,,Western Addition,37.7813126,-122.4426652,Entire home/apt,175,30,66,7/25/2018,70
2277754, Cozy bedroom in the sunny Mission,10024887,Deborah,,Mission,37.75017507,-122.4046818,Private room,100,3,79,9/19/2018,342
2298930,Private Room in Large Cow Hollow Flat,2917099,Allie,,Marina,37.7981903,-122.4425564,Private room,200,1,27,8/2/2018,148
2299196,Great Hayes Valley Studio (#9),3977854,Michael,,Western Addition,37.77661701,-122.4241436,Entire home/apt,130,30,21,9/29/2017,365
2302408,"Cute & Quiet Ground Floor Apt, safe walkable area",11758720,Rocky,,Outer Sunset,37.76282214,-122.4817188,Entire home/apt,105,30,44,6/16/2018,112
2305039,3 Bedroom Super Victorian flat.,9932058,John,,Western Addition,37.77931133,-122.4359459,Entire home/apt,350,7,74,9/15/2018,136
2310765,Modern Studio in SoMA/Downtown SF,11801205,Thanh,,South of Market,37.78042071,-122.3973241,Entire home/apt,149,30,19,8/4/2018,343
2315086,"Pacific Heights, 2 rooms & parking!",11804983,Ron,,Western Addition,37.78628604,-122.4456956,Private room,145,3,243,9/23/2018,293
2316478,2+BR Beach Cottage-w/Parking+Views,117610,Angeline,,Seacliff,37.77911819,-122.5130646,Entire home/apt,139,30,127,8/31/2018,257
2326228,Comfortable garden - deck - parking,11883320,Kim,,Inner Richmond,37.78000349,-122.454659,Entire home/apt,220,30,29,9/7/2018,276
2331166,Private Rm/Private Bathrm nr Ocean ,10573197,Beverly,,Outer Richmond,37.77333845,-122.5009041,Private room,90,30,163,5/31/2018,60
2349483,Secluded quiet private room & bath,11997544,Frances & Dave,,Potrero Hill,37.75935099,-122.3986744,Private room,130,2,180,9/29/2018,52
2355859,Modern 1 Bedroom Unit in Sunny Potrero,1963037,Robert,,Potrero Hill,37.76216762,-122.3954305,Entire home/apt,280,4,64,9/28/2018,335
2356554,Bernal Heights - Le Refuge,10436280,Tatiana,,Bernal Heights,37.73351757,-122.4170642,Entire home/apt,125,2,193,9/3/2018,298
2362619,Cozy and quiet 1 BD in NoPa,5753603,Rahul,,Western Addition,37.77920331,-122.4458449,Entire home/apt,185,3,64,8/20/2018,0
2366182,"Elegant, View Property-30 Nite Min-$11,000 a Month",40148,Patricia,,Nob Hill,37.79402658,-122.4151308,Entire home/apt,375,30,22,10/2/2017,341
2371394,"1886 VICTORIAN, QUIET & PRIVATE, BEST AREA in SF!",2440054,Pamela,,Western Addition,37.76938789,-122.4332405,Entire home/apt,244,6,36,9/28/2018,6
2374361,Amazing Victorian Flat Noe Valley,12130768,Robin,,Glen Park,37.73883604,-122.425608,Entire home/apt,113,30,16,3/26/2018,347
2374370,"Queen bed, en suite bath, close to shops & cafes!",1924599,Jay,,Western Addition,37.78784144,-122.4308222,Private room,99,1,338,9/28/2018,40
2387068,"Quiet Neighborhood, Convenient, Street parking",12192591,Peg,,West of Twin Peaks,37.72642728,-122.4617544,Private room,100,3,62,9/11/2018,333
2391772,Beautiful and cozy Dolores loft,2121006,Michael,,Castro/Upper Market,37.7656597,-122.4339866,Entire home/apt,136,30,53,8/10/2018,337
2396847,"Luxurious, Modern, Fully-Equipped Studio",10895766,Yelena,,Outer Richmond,37.77915101,-122.4785733,Entire home/apt,125,3,277,9/24/2018,275
2397852,Modern 2King 2baths garden suite w/parking.,12062895,Suzy(S.Y.),,Outer Richmond,37.77424186,-122.5016747,Entire home/apt,306,2,64,9/23/2018,118
2397858,Modern Light Airy House by GG Park/Beach w/parking,12062895,Suzy(S.Y.),,Golden Gate Park,37.77026055,-122.4990148,Entire home/apt,889,2,39,9/27/2018,85
2400409,"Private cottage, easy location/parking, WiFi",6574716,Eric,,Outer Mission,37.73302629,-122.4497917,Entire home/apt,177,3,117,9/24/2018,49
2412158,Spectacular View Home in Noe Valley,12328050,Rae,,Noe Valley,37.74868819,-122.43213,Entire home/apt,220,30,34,8/31/2018,336
2432104,"Clean,Cozy, Garden private room",26952,Jennifer,,Ocean View,37.72775798,-122.4704317,Private room,58,30,47,8/18/2018,286
2436213,Private Bedroom / bath suite -quiet,6555530,Phyllis,,Outer Mission,37.73227034,-122.448198,Private room,90,30,21,5/30/2017,326
2448356,Pac Heights Private Room & Bath,2308301,Colt And Karen,,Pacific Heights,37.79705792,-122.4239229,Private room,145,3,221,9/26/2018,27
2455313,Lovely upscale spacious 3BR+ walk to food & shops,12556651,Jaysa,,Bernal Heights,37.74175843,-122.4180318,Entire home/apt,325,2,46,9/9/2018,15
2455325,"AMAZING, CHIC & STYLISH SF HOME",331649,Mariam,,Inner Richmond,37.78502161,-122.4653023,Entire home/apt,295,1,179,9/9/2018,335
2460904,Modern 1BR/1BA near Waterfront. 1GB Internet.,12583352,Rubeun,,South of Market,37.78289074,-122.3936502,Entire home/apt,150,30,39,9/28/2018,251
2471457,"Location! Sunny, Quiet City Getaway",5986346,Boris & Kate,,Castro/Upper Market,37.76222687,-122.4328084,Private room,200,2,214,4/20/2018,1
2482884,Lovely Room in Noe Valley Victorian,4745702,Morgan,,Noe Valley,37.74497082,-122.4287632,Private room,80,1,27,9/1/2018,250
2483504,Perfect 1B/Ocean beach/GoldenGate/,11417348,Coté And Arturo,,Outer Richmond,37.77206808,-122.5001213,Entire home/apt,190,2,102,9/10/2018,354
2483759,"Centrally-located, Walk Anywhere!",12707660,Rob,,Western Addition,37.77688965,-122.4398761,Private room,95,1,75,9/21/2018,337
2485508,"Large Sunny Room - Safe Central Near Cafes, MUNI",9918093,Kris,,Haight Ashbury,37.76117573,-122.44797,Private room,115,30,64,12/10/2017,102
2486953,1906 Victorian in Noe Valley!,12726391,Vincent,,Noe Valley,37.75338189,-122.435916,Entire home/apt,279,4,96,9/30/2018,294
2488520,Downtown Loft in the heart of SOMA,12736013,Gabe,,South of Market,37.77840248,-122.4087132,Shared room,200,30,93,3/24/2018,364
2488837,Bernal Heights / Glen Park Getaway,5215262,John,,Bernal Heights,37.73290579,-122.4256888,Entire home/apt,140,31,62,8/31/2018,320
2496086,"view, view and view.",12776533,Victor,,Excelsior,37.72841392,-122.4231376,Entire home/apt,185,3,168,9/27/2018,264
2499257,Gracious Corporate Rental House near SF's Major Parks,12791805,Kristi,,Western Addition,37.78294509,-122.444759,Entire home/apt,333,30,19,12/30/2017,276
2502127,Sunny Mission 2BD - Victorian house,7858275,Dan & Maya,,Mission,37.75297177,-122.4128058,Entire home/apt,211,2,40,6/1/2018,61
2502368,Private Room in San Francisco's Mission District,12437454,Luis,,Mission,37.74979106,-122.4087655,Private room,100,4,60,9/25/2018,326
2502488,"Friendly Neighborhood, Comfy Room, Close to MUNI!",8049342,Nancy,,West of Twin Peaks,37.74224828,-122.4674701,Private room,48,30,51,5/16/2016,88
2503408,Pac Heights airy flat w beautiful bay views,2378871,Leynete,,Pacific Heights,37.7940645,-122.4266063,Entire home/apt,200,30,28,6/19/2018,323
2509236,Private Garden Room,3248180,Sally,,Ocean View,37.72527839,-122.4684489,Private room,65,14,33,9/16/2018,49
2510224,BR+Balcony in Artistic Sanctuary :),12849180,Sahar,,Twin Peaks,37.7466687,-122.4537543,Private room,80,30,22,9/7/2018,64
2518781,Stylish Spacious Garden Master Studio,672097,Christopher 'Scott',,Bernal Heights,37.74220144,-122.4199166,Entire home/apt,164,1,311,9/20/2018,89
2521327,"Spacious, Airy 1BR apt, available for >30 day stay",12908133,Jonelle,,Bayview,37.73253692,-122.388404,Entire home/apt,150,30,23,5/11/2018,364
2530808,Cozy remodeled Castro cottage,961751,Noah,,Castro/Upper Market,37.75809479,-122.44255,Entire home/apt,172,5,39,8/27/2018,0
2532756,Great Big Bedroom with big closet!!,12356972,J.R.,,Western Addition,37.78752887,-122.4401812,Private room,75,30,18,9/28/2015,331
2538807,Cozy suite in quiet area by subway,783438,Phil,,West of Twin Peaks,37.74299453,-122.4666352,Entire home/apt,69,4,182,9/18/2018,111
2539953,"Unique home. SF, Noe Valley",13005900,Olivier And Alexandra,,Noe Valley,37.74256056,-122.4340572,Entire home/apt,650,3,103,9/20/2018,218
2545771,"City Retreat with Patio, Firepit and Wooden Hottub",5739451,Daniel,,Bernal Heights,37.7345714,-122.4112708,Entire home/apt,275,2,15,8/26/2018,5
2547844,Private Rooms in Family Home,3151325,Andrea,,Outer Mission,37.73262946,-122.4413978,Private room,170,1,18,5/19/2018,111
2551994,Stunning Views from a Modern Home near Dolores Park,1035201,Joy & Peter,,Castro/Upper Market,37.76311548,-122.4315038,Entire home/apt,198,30,63,1/2/2018,0
2557977,"Mission Luxury, Stunning Backyard, Walk Score 94",7649665,Eoin & Susie,,Mission,37.74991628,-122.4082173,Private room,105,3,131,7/29/2018,14
2559297,Entire 2BR w/pkg centrally-located!,12707660,Rob,,Haight Ashbury,37.77506722,-122.4409392,Entire home/apt,235,2,38,8/19/2018,330
2569250,Mission District Large Studio w/ Separate Kitchen,2119435,Lorenzo,,Mission,37.75639245,-122.4207745,Entire home/apt,125,120,20,10/15/2017,193
2578122,Sunny Victorian - Garden Guestroom,742560,Brian,,Castro/Upper Market,37.76852192,-122.4278718,Private room,125,4,153,9/16/2018,69
2587269,Great Duboce Park / Castro House,13973946,Sandra,,Castro/Upper Market,37.76616736,-122.4375298,Entire home/apt,260,30,204,3/31/2018,365
2592518,Freshly Remodeled Two Bedroom Home,13272223,Daniel,,South of Market,37.77668716,-122.409271,Entire home/apt,333,2,184,9/17/2018,101
2608516,"2BR Bernal Heights Home, By Mission",13359204,John,,Bernal Heights,37.74272967,-122.4082956,Entire home/apt,199,3,27,1/22/2017,0
2611820,Mission 1 Bed Apt + Bed in Liv Rm 4 Blocks to BART,101521,Red,,Mission,37.75931575,-122.4212085,Entire home/apt,250,3,16,6/22/2018,7
2612741,Tales of the City Charm,13379673,Robert,,Western Addition,37.77027691,-122.4347894,Entire home/apt,200,3,104,9/14/2018,66
2614717,"Beautiful Home near Ocean, GG Park & Transit Stops",13389740,Sonia,,Outer Sunset,37.75457221,-122.4833138,Private room,89,7,20,9/20/2018,326
2629833,Dolores Delight,13471395,Josh,,Mission,37.75392028,-122.4250217,Entire home/apt,232,30,67,5/1/2018,292
2636716,Studio Apt- Close to Everything,4437415,Mario,,Pacific Heights,37.79369581,-122.4249678,Entire home/apt,140,30,21,10/11/2017,0
2645189,Sunny 1BR Victorian Flat 30+ Day Stays,6339469,Paul,,Potrero Hill,37.75673337,-122.4030411,Entire home/apt,126,30,21,8/27/2018,365
2665028,Luxury 1br loft   - 1400ft² ,13639675,Jon,,Mission,37.75781911,-122.4108124,Entire home/apt,180,17,28,6/24/2018,0
2670951,Executive Rental 3 bedrooms and 2 baths,8119896,Patsy,,Inner Richmond,37.78249011,-122.459082,Entire home/apt,395,2,197,9/24/2018,197
2677273,unique private getaway apartment,13707610,Roy And Patti,,Inner Richmond,37.78591489,-122.4769162,Entire home/apt,180,2,90,9/29/2018,281
2677288,"Edwardian flat, heart of the Castro",11233014,James,,Castro/Upper Market,37.76160948,-122.4323997,Private room,99,1,273,9/27/2018,300
2683857,Lovely S.F. Home Perfect for Family,224012,Karyn,,Outer Richmond,37.7755677,-122.4933144,Entire home/apt,280,4,28,8/1/2018,7
2686530,Sunny Mission 1890 Victorian Flat near Bart,6414607,Jeana,,Mission,37.75332068,-122.4179929,Private room,98,7,51,9/24/2018,234
2694526,Beach Retreat @Golden Gate Park,10829039,Viviane&Lele,,Golden Gate Park,37.77255638,-122.4586692,Private room,125,2,147,9/9/2018,341
2701658,quiet apartment with view & garden,13825526,Jeanne & Jim,,Excelsior,37.7262852,-122.4201987,Entire home/apt,110,3,120,9/26/2018,28
2706776,Amazing 60s Design w/Stunning Views,11377696,Bob,,Diamond Heights,37.74153272,-122.4359606,Private room,188,4,50,9/13/2018,331
2707422,Central Mission Charm Modern Luxury,947495,Carlos,,Mission,37.76293708,-122.4241577,Entire home/apt,184,4,17,9/29/2015,0
2723005,"Awesome Location, Great for Business Travelers",9878850,Peggy,,Russian Hill,37.79863067,-122.4205482,Entire home/apt,585,3,37,9/28/2018,22
2736358,Garden Retreat steps from Haight St,8638224,Sara,,Haight Ashbury,37.76746465,-122.4448272,Entire home/apt,185,2,242,10/1/2018,226
2737894,The Twin Room @Heart of the Castro,1841207,Craig And Geoff,,Castro/Upper Market,37.75968971,-122.4352407,Private room,80,2,22,8/12/2018,0
2738331,1 bdrm Haight Ashbury apt w/ garden 30 to 90 days,14011603,Flip,,Haight Ashbury,37.76917574,-122.4500037,Entire home/apt,99,30,120,8/14/2018,218
2739477,Home in the Castro,1783772,Brian,,Castro/Upper Market,37.75639311,-122.4338401,Entire home/apt,425,2,135,9/17/2018,245
2742151,Spacious 2BR 1BA in SHARED House,7131736,Stacie,,Western Addition,37.77802946,-122.443078,Entire home/apt,240,3,78,9/16/2018,315
2747383,Beach House 2BD 1 Bath,12449463,Brian,,Outer Sunset,37.75966254,-122.508496,Entire home/apt,295,2,103,10/1/2018,321
2756856,"Charming neighborhood, Central to everything!",1924599,Jay,,Western Addition,37.78718832,-122.4303328,Private room,99,1,345,9/16/2018,31
2764137,Bernal Basecamp for Work or Family,5885828,Shane,,Bernal Heights,37.7481953,-122.407369,Entire home/apt,190,2,124,8/31/2018,290
2770268,Bedroom in quiet Potrero Hill,11797781,Raman,,Potrero Hill,37.75983431,-122.3965963,Private room,100,2,162,9/29/2018,347
2770561,Bedroom in quiet Potrero Hill,11797781,Raman,,Potrero Hill,37.75726138,-122.3937119,Private room,80,2,122,9/30/2018,342
2771128,"Noe View Studio, Lux Bath & Garden!",1833153,Stephanie,,Noe Valley,37.75096072,-122.4311234,Entire home/apt,220,3,135,9/3/2018,141
2771688,2B Central Mission yet Quiet & Safe by BART/24TH,14168367,Marc,,Mission,37.7513531,-122.4176588,Entire home/apt,110,30,137,8/18/2018,112
2783251,Russian Hill/ North Beach Victorian,14235899,Ellen B,,Russian Hill,37.80415779,-122.4187081,Entire home/apt,185,5,173,9/29/2018,93
2790637,"Modern Apt, Downtown/Bay Bridge View, Easy parking",14273047,Dai,,Potrero Hill,37.76083129,-122.4026361,Entire home/apt,210,5,42,4/27/2018,255
2802418,Comfortable room,13923854,Gina,,Outer Richmond,37.77346731,-122.4990082,Private room,109,2,221,9/19/2018,341
2802480,Marina Modern 2BR (30 day min stay),14333760,Alessandra,,Marina,37.79998537,-122.4442993,Entire home/apt,425,30,37,10/24/2017,319
2823227,"Sunny, Artsy Mission Retreat",14442698,Lee,,Mission,37.75327024,-122.4063559,Entire home/apt,195,3,32,7/16/2018,297
2825966,Cole Valley Central Studio,81592,John,,Haight Ashbury,37.76464891,-122.4484798,Entire home/apt,169,3,76,8/26/2018,327
2887744,VICTORIAN DREAM HOUSE W/ PARKING,14757827,Patricia & Pepijn,,Western Addition,37.77710822,-122.4429515,Entire home/apt,600,3,164,9/23/2018,180
2890120,Beautiful sunny Victorian home for 4 with yard,899994,Jim,,Bernal Heights,37.74245447,-122.4209317,Entire home/apt,275,1,28,8/17/2018,11
2925557,Newly Remodeled Victorian Beauty,2475480,Arthur,,Western Addition,37.77155799,-122.4363685,Entire home/apt,300,30,51,7/16/2017,258
2926901,Lovely Union Sq. Timeshare/Hotel,6346492,Dana,,Downtown/Civic Center,37.78838974,-122.4094458,Private room,179,2,44,1/24/2017,0
